item	itemLabel	countryLabel	official_website	geo
http://www.wikidata.org/entity/Q11480686	Toyonaka Municipal Hospital	Japan	http://www.chp.toyonaka.osaka.jp/	Point(135.458056 34.802222)
http://www.wikidata.org/entity/Q11480687	Kaizuka City Hospital	Japan		Point(135.359972 34.449722)
http://www.wikidata.org/entity/Q11480688	Kushiro City General Hospital	Japan	http://www.kushiro-cghp.jp	Point(144.403611111 42.977222222)
http://www.wikidata.org/entity/Q11480689	Nagahama City Hospital	Japan	http://www.biwa.ne.jp/nch/	Point(136.286944 35.368889)
http://www.wikidata.org/entity/Q11480971	Teikyo University Chiba Medical Center	Japan	http://www.med.teikyo-u.ac.jp/~chiba/	Point(140.06277778 35.46611111)
http://www.wikidata.org/entity/Q11480975	Teikyo University School of medicine University Hospital, Mizonokuchi	Japan		Point(139.615 35.60305556)
http://www.wikidata.org/entity/Q11480978	Teikyo University Hospital	Japan	http://www.teikyo-hospital.jp/en/	Point(139.714722 35.759167)
http://www.wikidata.org/entity/Q11481441	Tokoname City Hospital	Japan		Point(136.829606 34.891744)
http://www.wikidata.org/entity/Q11481694	Hitachiomiya Saiseikai Hospital	Japan		Point(140.400861 36.560028)
http://www.wikidata.org/entity/Q11482332	Hiratsuka Kyosai Hospital	Japan	http://www.kkr.hiratsuka.kanagawa.jp/	Point(139.337777 35.338413)
http://www.wikidata.org/entity/Q11482332	Hiratsuka Kyosai Hospital	Japan	http://www.kkr.hiratsuka.kanagawa.jp/	Point(139.338056 35.338528)
http://www.wikidata.org/entity/Q11482344	Hiratsuka City Hospital	Japan	http://www.hiratsuka-city-hospital.jp/	Point(139.325278 35.336389)
http://www.wikidata.org/entity/Q11482984	Hirado Aikei Hospital	Japan		Point(129.57333333 33.36944444)
http://www.wikidata.org/entity/Q11483712	Hirano General Hospital	Japan		Point(136.727075 35.45846667)
http://www.wikidata.org/entity/Q11483796	Hiraka General Hospital	Japan	https://www.hiraka-hp.yokote.akita.jp/	Point(140.548917 39.312722)
http://www.wikidata.org/entity/Q11484335	広域紋別病院	Japan	https://www.mombetsu-hospital.jp/	Point(143.346944444 44.361666666)
http://www.wikidata.org/entity/Q11484501	Hiroshima University Hospital	Japan	https://www.hiroshima-u.ac.jp/hosp	Point(132.479 34.379583)
http://www.wikidata.org/entity/Q11484538	Aki Shimin Hospital	Japan		Point(132.55222222 34.39277778)
http://www.wikidata.org/entity/Q11484592	Hiroshima City Asa Hospital	Japan	http://www.asa-hosp.city.hiroshima.jp/en/	Point(132.515833 34.505833)
http://www.wikidata.org/entity/Q11484607	Hiroshima City Hospital	Japan		Point(132.46 34.397778)
http://www.wikidata.org/entity/Q11484639	Hiroshima City Funairi Citizens Hospital	Japan		Point(132.439722 34.386111)
http://www.wikidata.org/entity/Q11485276	Hiroshima Red Cross Hospital & Atomic Bomb Survivors Hospital	Japan	https://www.hiroshima-med.jrc.or.jp/	Point(132.454167 34.380833)
http://www.wikidata.org/entity/Q11485280	Hiroshima-Hakushima Hospital	Japan	https://hiroshimahakushima.wixsite.com/	Point(132.464444 34.403056)
http://www.wikidata.org/entity/Q11485281	Former Hiroshima Teishin Hospital	Japan		Point(132.465139 34.403444)
http://www.wikidata.org/entity/Q11485290	Hiroshima General Hospital of West Japan Railway Company	Japan		Point(132.476817 34.401264)
http://www.wikidata.org/entity/Q11486058	Fuchu Hospital	Japan	http://www.seichokai.or.jp/fuchu/	Point(135.422306 34.487)
http://www.wikidata.org/entity/Q11486348	Hiroshima General Hospital	Japan	http://www.hirobyo.jp/	Point(132.323056 34.344167)
http://www.wikidata.org/entity/Q11486348	Hiroshima General Hospital	Japan	http://www.hirobyo.jp/	Point(132.32324 34.344195)
http://www.wikidata.org/entity/Q11487220	Hirosaki University School of Medicine & Hospital	Japan	https://www.med.hirosaki-u.ac.jp/hospital/	Point(140.465833 40.6)
http://www.wikidata.org/entity/Q11487940	Hikone Municipal Hospital	Japan		Point(136.225278 35.262222)
http://www.wikidata.org/entity/Q11489675	徳島健生病院	Japan		Point(134.549639 34.082694)
http://www.wikidata.org/entity/Q11489698	Tokushima University Hospital	Japan	http://www.tokudai-icu.org/en/	Point(134.51833333 34.07611111)
http://www.wikidata.org/entity/Q11489728	Tokushima Municipal Hospital	Japan		Point(134.563056 34.082222)
http://www.wikidata.org/entity/Q11489903	Miyoshi Hospital	Japan		Point(133.818056 34.028333)
http://www.wikidata.org/entity/Q11489905	Tokushima Prefectural Central Hospital	Japan	http://www.tph.gr.jp/	Point(134.520444 34.075361)
http://www.wikidata.org/entity/Q11489905	Tokushima Prefectural Central Hospital	Japan	http://www.tph.gr.jp/	Point(134.519816 34.076579)
http://www.wikidata.org/entity/Q11489948	Tokushima Prefectural Kaifu hospital	Japan		Point(134.419444 33.670639)
http://www.wikidata.org/entity/Q11490227	Tokushima Red Cross Hospital	Japan	http://www.tokushima-med.jrc.or.jp/	Point(134.583366 34.012422)
http://www.wikidata.org/entity/Q11490227	Tokushima Red Cross Hospital	Japan	http://www.tokushima-med.jrc.or.jp/	Point(134.583333 34.0125)
http://www.wikidata.org/entity/Q11490229	Tokushima Heisei Hospital	Japan		Point(134.544083 34.063722)
http://www.wikidata.org/entity/Q11490615	Sakakibara Heart Institute of Okayama	Japan	http://www.sakakibara-hp.com/	Point(133.931861 34.681139)
http://www.wikidata.org/entity/Q11490615	Sakakibara Heart Institute of Okayama	Japan	http://www.sakakibara-hp.com/	Point(133.93204 34.682072)
http://www.wikidata.org/entity/Q11492333	Megumino Hospital	Japan	http://www.megumino.or.jp	Point(141.5775 42.900555555)
http://www.wikidata.org/entity/Q11492336	Keiyukai Sapporo Hospital	Japan	http://www.keiyukai2.jp	Point(141.4275 43.039722222)
http://www.wikidata.org/entity/Q11492336	Keiyukai Sapporo Hospital	Japan	http://www.keiyukaisapporo.or.jp	Point(141.4275 43.039722222)
http://www.wikidata.org/entity/Q11492353	Keiju Medical Center	Japan		Point(136.960972 37.050586)
http://www.wikidata.org/entity/Q11492387	Keishin Hospital	Japan		Point(139.361111 35.499444)
http://www.wikidata.org/entity/Q11493462	愛北病院	Japan		Point(136.869194 35.317639)
http://www.wikidata.org/entity/Q11493524	Ehime Rosai Hospital	Japan		Point(133.292222 33.974167)
http://www.wikidata.org/entity/Q11493529	Ehime University Hospital	Japan	https://www.hsp.ehime-u.ac.jp/	Point(132.879889 33.802944)
http://www.wikidata.org/entity/Q11493588	Ehime Prefectural Mishima Hospital	Japan		Point(133.533056 33.980556)
http://www.wikidata.org/entity/Q11493594	Ehime Prefectural Central Hospital	Japan	http://www.eph.pref.ehime.jp/epch/	Point(132.76527 33.832759)
http://www.wikidata.org/entity/Q11493604	Ehime Prefectural Imabari Hospital	Japan		Point(132.98694444 34.08555556)
http://www.wikidata.org/entity/Q11493618	Ehime Prefectural Minamiuwa Hospital	Japan		Point(132.58527778 32.96388889)
http://www.wikidata.org/entity/Q11493641	Ehime Prefectural Niihama Hospital	Japan		Point(133.28055556 33.92138889)
http://www.wikidata.org/entity/Q11493940	Aizenbashi Hospital	Japan		Point(135.505 34.657611)
http://www.wikidata.org/entity/Q11493977	Aisei Hospital Gifu	Japan		Point(136.789633 35.37545)
http://www.wikidata.org/entity/Q11494027	Aichi Medical University Hospital	Japan		Point(137.048056 35.191111)
http://www.wikidata.org/entity/Q11494028	Showa Hospital Aichi Prefectural Welfare Federation of Agricultural Cooperatives	Japan		Point(136.87105556 35.34452778)
http://www.wikidata.org/entity/Q11494083	Aichi Cancer Center Hospital	Japan	http://www.pref.aichi.jp/cancer-center/english/cc/	Point(136.971714 35.176186)
http://www.wikidata.org/entity/Q11494083	Aichi Cancer Center Hospital	Japan	https://www.pref.aichi.jp/cancer-center/hosp/index.html	Point(136.971714 35.176186)
http://www.wikidata.org/entity/Q11494085	Aichi Prefectural Aichi Hospital	Japan	https://www.pref.aichi.jp/soshiki/iryo-keikaku/aichikenritsuaichibyoin.html	Point(137.194444 34.951389)
http://www.wikidata.org/entity/Q11494129	Aichi Prefectural Colony Central Hospital	Japan		Point(137.03805 35.301747)
http://www.wikidata.org/entity/Q11494138	Aichi Saiseikai Hospital	Japan		Point(136.878725 35.186683)
http://www.wikidata.org/entity/Q11494194	Aichi Psychiatric Medical Center	Japan	https://apmc.pref.aichi.jp/	Point(136.969 35.172527777)
http://www.wikidata.org/entity/Q11495009	Jikei Hospital	Japan	http://jikei-hp.or.jp/	Point(130.68888889 32.81166667)
http://www.wikidata.org/entity/Q11495148	Keio University Hospital	Japan	http://www.hosp.keio.ac.jp/	Point(139.718056 35.681667)
http://www.wikidata.org/entity/Q11495148	Keio University Hospital	Japan	https://www.hosp.keio.ac.jp/en/	Point(139.718056 35.681667)
http://www.wikidata.org/entity/Q11495370	Seijin Hospital	Japan		Point(139.796306 35.778722)
http://www.wikidata.org/entity/Q11495735	Japanese Red Cross Narita Hospital	Japan	http://www.narita.jrc.or.jp/	Point(140.303611 35.765)
http://www.wikidata.org/entity/Q11496476	Toda Chuo General Hospital	Japan	https://www.chuobyoin.or.jp/	Point(139.68013 35.81136)
http://www.wikidata.org/entity/Q11496577	戸畑けんわ病院	Japan		Point(130.827472 33.895667)
http://www.wikidata.org/entity/Q11496790	Tokorozawa Proctogic Hospital	Japan		Point(139.440667 35.800417)
http://www.wikidata.org/entity/Q11497097	Teine Keijinkai Hospital	Japan	https://www.keijinkai.com/teine/	Point(141.243055555 43.122222222)
http://www.wikidata.org/entity/Q11498189	Japan Seamen's Relief Association Moji Hospital	Japan	http://www.ekisaikai-moji.jp/	Point(130.961583 33.9425)
http://www.wikidata.org/entity/Q11498407	Ibi Kosei Hospital	Japan		Point(136.57363611 35.48338889)
http://www.wikidata.org/entity/Q11501428	Shin Beppu Hospital	Japan		Point(131.476944 33.299167)
http://www.wikidata.org/entity/Q11501569	Shinshiro Municipal Hospital	Japan		Point(137.489722 34.898889)
http://www.wikidata.org/entity/Q11501736	Shingu Municipal Medical Center	Japan		Point(135.964139 33.686806)
http://www.wikidata.org/entity/Q11501871	新宿赤十字病院	Japan		Point(139.706944 35.696667)
http://www.wikidata.org/entity/Q11501903	ShinKokura Hospital	Japan	http://www.shin-kokura.gr.jp/	Point(130.866694 33.878667)
http://www.wikidata.org/entity/Q11501903	ShinKokura Hospital	Japan	http://www.shin-kokura.gr.jp/	Point(130.866557 33.878769)
http://www.wikidata.org/entity/Q11501911	Shin Komonji Hospital	Japan		Point(130.925833 33.897222)
http://www.wikidata.org/entity/Q11502859	Niigata University Medical and Dental Hospital	Japan	https://www.nuh.niigata-u.ac.jp/	Point(139.035833 37.918611)
http://www.wikidata.org/entity/Q11502859	Niigata University Medical and Dental Hospital	Japan	https://www.nuh.niigata-u.ac.jp/en/	Point(139.035833 37.918611)
http://www.wikidata.org/entity/Q11502862	Uonuma Kikan Hospital	Japan	https://www.uonuma-kikan-hospital.jp/	Point(138.936111111 37.171388888)
http://www.wikidata.org/entity/Q11502896	Niigata City General Hospital	Japan	http://www.hosp.niigata.niigata.jp/eng_site/top.html	Point(139.040611 37.876111)
http://www.wikidata.org/entity/Q11503014	Saiseikai Sanjo Hospital	Japan	https://www.saisanhp.com/	Point(138.939667 37.626972)
http://www.wikidata.org/entity/Q11503022	Niigata Cancer Center Hospital	Japan	https://www.niigata-cc.jp/	Point(139.029194 37.910583)
http://www.wikidata.org/entity/Q11503043	Niigata Prefectural Kamo Hospital	Japan	http://www.kamo-hospital.kamo.niigata.jp/	Point(139.055639 37.665194)
http://www.wikidata.org/entity/Q11503597	Niigata-Bandai Hospital	Japan	https://www.n-bandaihp.com/	Point(139.052722 37.914889)
http://www.wikidata.org/entity/Q11504052	Shin Yukuhashi Hospital	Japan		Point(131.012222 33.693611)
http://www.wikidata.org/entity/Q11504235	Shinkanaoka Toyokawa General Hospital	Japan		Point(135.516306 34.567222)
http://www.wikidata.org/entity/Q11507461	Nippon Medical School Hospital	Japan	http://hosp.nms.ac.jp/	Point(139.758888888 35.720833333)
http://www.wikidata.org/entity/Q11507462	Nippon Medical School, Chiba Hokusou Hospital	Japan	http://hokuso-h.nms.ac.jp/	Point(140.198032 35.781386)
http://www.wikidata.org/entity/Q11507462	Nippon Medical School, Chiba Hokusou Hospital	Japan	http://hokuso-h.nms.ac.jp/	Point(140.198333 35.781389)
http://www.wikidata.org/entity/Q11507463	Nippon Medical School Tama Nagayama Hospital	Japan		Point(139.446667 35.631111)
http://www.wikidata.org/entity/Q11507464	Nippon Medical School Musashi Kosugi Hospital	Japan	http://kosugi-h.nms.ac.jp/	Point(139.65805556 35.57938889)
http://www.wikidata.org/entity/Q11507838	Nihon University Nerima Hikarigaoka Hospital	Japan		Point(139.62972222 35.76194444)
http://www.wikidata.org/entity/Q11507840	Nihon University Itabashi Hospital	Japan	https://www.itabashi.med.nihon-u.ac.jp/	Point(139.691667 35.749722)
http://www.wikidata.org/entity/Q11507852	日本大学松戸歯学部付属病院	Japan	https://www.mascat.nihon-u.ac.jp/hospital/	Point(139.899194 35.809972)
http://www.wikidata.org/entity/Q11507855	Nihon University School of Dentistry Dental Hospital	Japan		Point(139.76388889 35.69805556)
http://www.wikidata.org/entity/Q11508509	Nihonkai General Hospital	Japan	http://www.nihonkai-hos.jp/hospital/	Point(139.854167 38.890278)
http://www.wikidata.org/entity/Q11508510	Sakata Medical Center	Japan		Point(139.839444 38.904444)
http://www.wikidata.org/entity/Q11509182	Japanese Red Cross Wakayama Medical Center	Japan	http://www2.kankyo.ne.jp/nisseki-w/	Point(135.168056 34.220278)
http://www.wikidata.org/entity/Q11509182	Japanese Red Cross Wakayama Medical Center	Japan	http://www2.kankyo.ne.jp/nisseki-w/	Point(135.168498 34.220416)
http://www.wikidata.org/entity/Q11509183	Japanese Red Cross Medical Center	Japan	https://www.med.jrc.or.jp/	Point(139.717974 35.654485)
http://www.wikidata.org/entity/Q11509187	The Japanese Red Cross Nagasaki Genbaku Hospital	Japan		Point(129.862722 32.765139)
http://www.wikidata.org/entity/Q11510075	Hitachi General Hospital	Japan	http://www.hitachi.co.jp/hospital/hitachi/	Point(140.644722 36.590278)
http://www.wikidata.org/entity/Q11510694	Nikko Memorial Hospital	Japan	http://www.nikko-kinen.or.jp	Point(140.985 42.31555556)
http://www.wikidata.org/entity/Q11511643	Asahi Rosai Hospital	Japan		Point(137.01705 35.22306111)
http://www.wikidata.org/entity/Q11511705	Asahikawa Medical University Hospital	Japan	http://www.asahikawa-med.ac.jp/index_h.php	Point(142.383888888 43.73)
http://www.wikidata.org/entity/Q11511707	Asahikawa-Kosei General Hospital	Japan	http://www.dou-kouseiren.com/byouin/asahikawa/	Point(142.384722222 43.758611111)
http://www.wikidata.org/entity/Q11511773	Japanese Red Cross Asahikawa Hospital	Japan	http://www.asahikawa.jrc.or.jp	Point(142.348333333 43.769722222)
http://www.wikidata.org/entity/Q11512313	Meiji University of Integrative Medicine Hospital	Japan		Point(135.489944 35.181917)
http://www.wikidata.org/entity/Q11512433	Meikai University Hospital	Japan		Point(139.341389 35.933361)
http://www.wikidata.org/entity/Q11512479	Akashi Medical Center	Japan	http://www.amc1.jp/	Point(134.937524 34.674838)
http://www.wikidata.org/entity/Q11512515	Akashi City Hospital	Japan	http://www.akashi-shiminhosp.jp/	Point(134.990083 34.656944)
http://www.wikidata.org/entity/Q11512787	Hoshigaoka Medical Center	Japan	http://hoshigaoka.jcho.go.jp/	Point(135.467102 34.448367)
http://www.wikidata.org/entity/Q11512787	Hoshigaoka Medical Center	Japan	http://hoshigaoka.jcho.go.jp/	Point(135.667694 34.811444)
http://www.wikidata.org/entity/Q11512789	Hoshigaoka Hospital	Japan		Point(140.319667 37.434833)
http://www.wikidata.org/entity/Q11513011	Star General Hospital	Japan	http://www.hoshipital.jp/	Point(140.392761 37.402167)
http://www.wikidata.org/entity/Q11513541	Kasugai Municipal Hospital	Japan	https://www.hospital.kasugai.aichi.jp/	Point(136.969167 35.271944)
http://www.wikidata.org/entity/Q11513704	Kasukabe Medical Center	Japan		Point(139.755 35.97416667)
http://www.wikidata.org/entity/Q11514026	Showa Inan General Hospital	Japan		Point(137.92 35.737778)
http://www.wikidata.org/entity/Q11514047	Showa University Northern Yokohama Hospital	Japan	http://www.showa-u.ac.jp/en/medical_care/showa_university_northern_yokohama_hospital.html	Point(139.569861 35.546722)
http://www.wikidata.org/entity/Q11514047	Showa University Northern Yokohama Hospital	Japan	http://www.showa-u.ac.jp/en/medical_care/showa_university_northern_yokohama_hospital.html	Point(139.569754 35.547535)
http://www.wikidata.org/entity/Q11514048	Showa University East Hospital	Japan		Point(139.705556 35.609722)
http://www.wikidata.org/entity/Q11514050	Showa University Fujigaoka Hospital	Japan	http://www.showa-u.ac.jp/SUHF/index.html	Point(139.529444 35.544722)
http://www.wikidata.org/entity/Q11514050	Showa University Fujigaoka Hospital	Japan	http://www.showa-u.ac.jp/SUHF/index.html	Point(139.529878 35.544686)
http://www.wikidata.org/entity/Q11514051	Showa University Koto Toyosu Hospital	Japan		Point(139.796225393 35.650796724)
http://www.wikidata.org/entity/Q11514052	Showa University Karasuyama Hospital	Japan		Point(139.59583333 35.67222222)
http://www.wikidata.org/entity/Q11514724	Seiwa Hospital	Japan	http://www.seiwa-hp.com/	Point(139.727222222 35.702222222)
http://www.wikidata.org/entity/Q11516600	Arida Municipal Hospital	Japan		Point(135.120278 34.080972)
http://www.wikidata.org/entity/Q11516967	Hattori Hospital	Japan		Point(134.999861 34.799167)
http://www.wikidata.org/entity/Q11517468	Murakami Memorial Hospital	Japan		Point(136.749722 35.410556)
http://www.wikidata.org/entity/Q11517470	Asahi University Hospital	Japan	https://www.asahi-u.ac.jp/asahi-hosp/	Point(136.690833 35.382778)
http://www.wikidata.org/entity/Q11519198	Kizawa Memorial Hospital	Japan	http://kizawa-memorial-hospital.jp	Point(137.02341111 35.44079167)
http://www.wikidata.org/entity/Q11521168	Sapporo Medical University Hospital	Japan	http://web.sapmed.ac.jp/hospital/	Point(141.333333333 43.055)
http://www.wikidata.org/entity/Q11521433	Sapporo Tokushukai Hospital	Japan		Point(141.44777778 43.02916667)
http://www.wikidata.org/entity/Q11521458	Japan Community Health care Organization Sapporo Hokushin Hospital	Japan	http://hokushin.jcho.go.jp	Point(141.473888888 43.041666666)
http://www.wikidata.org/entity/Q11521484	Sapporo Teishin Hospital	Japan	http://www.hospital.japanpost.jp/sapporo/	Point(141.337222222 42.976666666)
http://www.wikidata.org/entity/Q11522315	Sugita Genpaku Memorial Obama Municipal Hospital	Japan		Point(135.745833 35.494167)
http://www.wikidata.org/entity/Q11522606	Kyorin University Hospital	Japan	https://www.kyorin-u.ac.jp/hospital/	Point(139.566667 35.6775)
http://www.wikidata.org/entity/Q11522611	Kyo-rin memorial hospital	Japan		Point(135.499667 34.642694)
http://www.wikidata.org/entity/Q11524391	東京ベイ・浦安市川医療センター	Japan	https://tokyobay-mc.jp/	Point(139.89444444 35.67138889)
http://www.wikidata.org/entity/Q11524555	Tokyo Kyosai Hospital	Japan		Point(139.703889 35.641667)
http://www.wikidata.org/entity/Q11524565	Tokyo Rosai Hospital	Japan	http://www.tokyoh.rofuku.go.jp/en/index.html	Point(139.746944 35.565556)
http://www.wikidata.org/entity/Q11524567	東京勤労者医療会	Japan	https://www.tokyo-kinikai.com/	Point(139.7095 35.68097222)
http://www.wikidata.org/entity/Q11524570	Tokyo kita Medical Center	Japan		Point(139.711222 35.784028)
http://www.wikidata.org/entity/Q11524576	Nakano General Hospital	Japan	http://www.nakanosogo.or.jp/	Point(139.666944 35.702583)
http://www.wikidata.org/entity/Q11524579	Tokyo Medical University Hachioji Medical Center	Japan	https://hachioji.tokyo-med.ac.jp/	Point(139.289 35.631917)
http://www.wikidata.org/entity/Q11524580	Tokyo Medical University Hospital	Japan	http://hospinfo.tokyo-med.ac.jp/english/	Point(139.691944 35.693333)
http://www.wikidata.org/entity/Q11524582	Tokyo Medical And Dental University Hospital Faculty of Medicine	Japan	https://www.tmd.ac.jp/medhospital/	Point(139.764167 35.701667)
http://www.wikidata.org/entity/Q11524584	Tokyo Medical and Dental University Faculty of Dental Hospital	Japan		Point(139.765 35.700833)
http://www.wikidata.org/entity/Q11524595	JCHO Tokyo Shinjuku Medical Center	Japan		Point(139.742111 35.703389)
http://www.wikidata.org/entity/Q11524663	The University of Tokyo Hospital	Japan	https://www.h.u-tokyo.ac.jp/	Point(139.76555556 35.71138889)
http://www.wikidata.org/entity/Q11524665	IMSUT Hospital	Japan	https://www.h.ims.u-tokyo.ac.jp/	Point(139.724722 35.640278)
http://www.wikidata.org/entity/Q11524731	Tokyo Women's Medical University Yachiyo Medical Center	Japan	http://www.twmu.ac.jp/TYMC/	Point(140.096889 35.730361)
http://www.wikidata.org/entity/Q11524733	Tokyo Women's Medical University Hospital	Japan	https://www.twmu.ac.jp/info-twmu/	Point(139.719722 35.697222)
http://www.wikidata.org/entity/Q11524862	Jikei University Harumi Toriton Clinic	Japan	https://www.hosp.jikei.ac.jp/harumi/	Point(139.782944 35.656889)
http://www.wikidata.org/entity/Q11524863	The Jikei University Hospital	Japan	http://www.jikei.ac.jp/hospital/honin/	Point(139.751389 35.663611)
http://www.wikidata.org/entity/Q11524863	The Jikei University Hospital	Japan	http://www.jikei.ac.jp/hospital/honin/	Point(139.751522 35.663607)
http://www.wikidata.org/entity/Q11524864	The Jikei University Kashiwa Hospital	Japan	http://www.jikei.ac.jp/hospital/kashiwa/	Point(139.98305556 35.86972222)
http://www.wikidata.org/entity/Q11524865	Jikei University Daisan Hospital	Japan		Point(139.566 35.644722)
http://www.wikidata.org/entity/Q11524866	Jikei University Aoto Hospital	Japan		Point(139.85819444 35.75236111)
http://www.wikidata.org/entity/Q11524940	Tokyo Dental College Ichikawa General Hospital	Japan	http://www.tdc.ac.jp/hospital/igh/	Point(139.754952 35.7011)
http://www.wikidata.org/entity/Q11524940	Tokyo Dental College Ichikawa General Hospital	Japan	http://www.tdc.ac.jp/hospital/igh/	Point(139.922222 35.733889)
http://www.wikidata.org/entity/Q11525114	Tokyo Rinkai Hospital	Japan	https://www.tokyorinkai.jp/	Point(139.85375 35.65236111)
http://www.wikidata.org/entity/Q11525156	Tokyo Metropolitan Police Hospital	Japan	http://www.keisatsubyoin.or.jp/	Point(139.659167 35.709167)
http://www.wikidata.org/entity/Q11525177	Tokyo Teishin Hospital	Japan	http://www.hospital.japanpost.jp/tokyo/english/	Point(139.7425 35.696944)
http://www.wikidata.org/entity/Q11525201	Tokyo Metropolitan Prefecture Rehabilitation Hospital	Japan		Point(139.81583333 35.73583333)
http://www.wikidata.org/entity/Q11525249	Ohkubo Hospital	Japan	https://www.tmhp.jp/ohkubo/	Point(139.701667 35.696944)
http://www.wikidata.org/entity/Q11525250	Ebara Hospital	Japan	https://www.tmhp.jp/ebara/	Point(139.69277778 35.59388889)
http://www.wikidata.org/entity/Q11525251	Tobu Chiiki Hospital	Japan		Point(139.84444444 35.76611111)
http://www.wikidata.org/entity/Q11525252	Tokyo Metropolitan Health and Medical Corporation Toshima Hospital	Japan		Point(139.700833 35.752778)
http://www.wikidata.org/entity/Q11525257	Tokyo Metropolitan Geriatric Hospital	Japan	https://www.tmghig.jp/	Point(139.70416667 35.75138889)
http://www.wikidata.org/entity/Q11525275	Taito Hospital	Japan	https://taito.jadecom.or.jp/	Point(139.792778 35.722778)
http://www.wikidata.org/entity/Q11525340	Saiseikai Central Hospital	Japan	https://www.saichu.jp/	Point(139.743889 35.653611)
http://www.wikidata.org/entity/Q11525340	Saiseikai Central Hospital	Japan	https://www.saichu.jp/english/home/	Point(139.743889 35.653611)
http://www.wikidata.org/entity/Q11525394	Tokyo Metropolitan Hachioji Children's Hospital	Japan		Point(139.318611 35.6575)
http://www.wikidata.org/entity/Q11525422	東京都立台東病院	Japan		Point(139.792778 35.722778)
http://www.wikidata.org/entity/Q11525433	Tokyo Metropolitan Bokutoh Hospital	Japan	http://bokutoh-hp.metro.tokyo.jp/en/	Point(139.818333 35.694722)
http://www.wikidata.org/entity/Q11525433	Tokyo Metropolitan Bokutoh Hospital	Japan	http://bokutoh-hp.metro.tokyo.jp/en/	Point(139.818632 35.694614)
http://www.wikidata.org/entity/Q11525441	Tokyo Metropolitan Ohtsuka Hospital	Japan	https://www.tmhp.jp/ohtsuka/	Point(139.732222 35.725278)
http://www.wikidata.org/entity/Q11525480	Tokyo Metropolitan Hiroo General Hospital	Japan	https://www.tmhp.jp/hiroo/	Point(139.7217 35.6468)
http://www.wikidata.org/entity/Q11525569	Tokyo Metropolitan Neurological Hospital	Japan	https://www.tmhp.jp/shinkei/	Point(139.46111111 35.69055556)
http://www.wikidata.org/entity/Q11525618	東京都立豊多摩病院	Japan		Point(139.693889 35.708333)
http://www.wikidata.org/entity/Q11525644	Tokyo Metropolitan Cancer and Infectious diseases Center Komagome Hospital	Japan	https://www.tmhp.jp/komagome/	Point(139.756389 35.729722)
http://www.wikidata.org/entity/Q11525673	Aoyamabyoin Site Tokyo	Japan		Point(139.706389 35.663056)
http://www.wikidata.org/entity/Q11525915	東京電力病院	Japan		Point(139.719139 35.683028)
http://www.wikidata.org/entity/Q11525987	Higashisumiyoshi Morimoto Hospital	Japan		Point(135.527667 34.611028)
http://www.wikidata.org/entity/Q11526145	Tohoku Rosai Hospital	Japan	https://www.tohokuh.johas.go.jp/	Point(140.875278 38.284167)
http://www.wikidata.org/entity/Q11526145	Tohoku Rosai Hospital	Japan	https://www.tohokuh.johas.go.jp/	Point(140.875315 38.285242)
http://www.wikidata.org/entity/Q11526184	Tohoku University Hospital	Japan	http://www.hosp.tohoku.ac.jp/en	Point(140.861278 38.271944)
http://www.wikidata.org/entity/Q11526284	Higashi Jujo Hospital	Japan		Point(139.728611 35.764722)
http://www.wikidata.org/entity/Q11526305	Higashikani Hospital	Japan		Point(137.06322222 35.41756944)
http://www.wikidata.org/entity/Q11526455	Higashiyamato Hospital	Japan		Point(139.431944 35.741389)
http://www.wikidata.org/entity/Q11526543	Higashiosaka City Medical Center	Japan	https://www.higashiosaka-mc.jp/	Point(135.597222 34.665833)
http://www.wikidata.org/entity/Q11526922	東御市民病院	Japan		Point(138.350056 36.359722)
http://www.wikidata.org/entity/Q11527018	Tokyu Hospital	Japan	https://www.tokyu-hospital.jp/	Point(139.68611111 35.60758333)
http://www.wikidata.org/entity/Q11527018	Tokyu Hospital	Japan	https://www.tokyu-hospital.jp/	Point(139.6861 35.6076)
http://www.wikidata.org/entity/Q11527837	Tokai University Hachioji Hospital	Japan	https://www.hachioji-hosp.tokai.ac.jp/	Point(139.357222 35.673611)
http://www.wikidata.org/entity/Q11527838	Tokai University Oiso Hospital	Japan	https://www.tokai.ac.jp/oisohosp/	Point(139.275 35.31111111)
http://www.wikidata.org/entity/Q11527840	Tokai University Hospital	Japan	https://www.fuzoku-hosp.tokai.ac.jp/	Point(139.315 35.406667)
http://www.wikidata.org/entity/Q11527934	Tokai Hospital	Japan	https://www.toukaihosp.jp/	Point(136.966575 35.186294)
http://www.wikidata.org/entity/Q11528019	Tono Kosei Hospital	Japan		Point(137.255503 35.365067)
http://www.wikidata.org/entity/Q11528260	Tokyo Shinagawa Hospital	Japan	https://tokyo-shinagawa.jp/	Point(139.734722222 35.601666666)
http://www.wikidata.org/entity/Q11528296	Toukatsu Hospital	Japan	http://www.tokatsu-hp.com/	Point(139.893521 35.792362)
http://www.wikidata.org/entity/Q11528296	Toukatsu Hospital	Japan	http://www.tokatsu-hp.com/	Point(139.9025 35.868333333)
http://www.wikidata.org/entity/Q11528390	Higashiohmicity Notogawa Hospital	Japan		Point(136.168167 35.175778)
http://www.wikidata.org/entity/Q11528391	Higashiomi City Gamo Medical Center	Japan		Point(136.188111 35.059556)
